CODIGO;NOMBRE;DIRECCION;POBLACION;NIF;CODIPOS;TELEFONO;PROVINCIA;FPAGO;IMP;DTO;TARIFA;ABONO;PAIS;NACIMIENTO
5308;Nombre 5246;Calle 5246;;X-6481;;**350899;;;;;;;España;31/08/2017
5309;Nombre 5247;Calle 5247;BELG;X-6482;;**350900;BELG;;;;;;España;31/08/2017
5310;Nombre 5248;Calle 5248;Peñolite;X-6483;;**350901;Jaen;;;;;;España;31/08/2017
5311;Nombre 5249;Calle 5249;ALMASSORSA;X-6484;;**350902;CASTELLON;;;;;;España;09/01/2017
5312;Nombre 5250;Calle 5250;MADRID;X-6485;28004;**350903;MADRID;;;;;;España;04/03/1965
5313;Nombre 5251;Calle 5251;Baracaldo;X-6486;;**350904;Bizkaia;;;;;;España;09/01/2017
5314;Nombre 5252;Calle 5252;FUENTELABRADA;X-6487;;**350905;MADRID;;;;;;;22/09/2017
5315;Nombre 5253;Calle 5253;MADRID;X-6488;28041;**350906;Madrid;;;;;;;22/09/2017
5316;Nombre 5254;Calle 5254;Madrigal del Monte;X-6489;;**350907;Burgos;;;;;;;22/09/2017
5317;Nombre 5255;Calle 5255;Madrid;X-6490;28004;**350908;Madrid;;;;;;;23/09/2017
5318;Nombre 5256;Calle 5256;PARACUELLOS DEL JARAMA;X-6491;;**350909;MADRID;;;;;;;28/06/1984
5319;Nombre 5257;Calle 5257;MADRID;X-6492;;**350910;MADRID;;;;;;;30/12/1959
5320;Nombre 5258;Calle 5258;ALGEMESI;X-6493;;**350911;VALENCIA;;;;;;;25/09/2017
5321;Nombre 5259;Calle 5259;PARLA;X-6494;;**350912;MADRID;;;;;;;27/09/2017
5322;Nombre 5260;Calle 5260;MADRID;X-6495;;**350913;MADRID;;;;;;;28/09/2017
5323;Nombre 5261;Calle 5261;Torrejon del Rey;X-6496;;**350914;Guadalajara;;;;;;;21/08/1973
5324;Nombre 5262;Calle 5262;MADRID;X-6497;28004;**350915;MADRID;;;;;;;17/01/1982
5325;Nombre 5263;Calle 5263;MADRID;X-6498;;**350916;MADRID;;;;;;España;29/09/2017
5326;Nombre 5264;Calle 5264;MADRID;X-6499;;**350917;MADRID;;;;;;;13/03/1976
5327;Nombre 5265;Calle 5265;MADRID;X-6500;;**350918;MADRID;;;;;;España;14/08/1961
5328;Nombre 5266;Calle 5266;MADRID;X-6501;;**350919;MADRID;;;;;;;06/08/1963
5329;Nombre 5267;Calle 5267;PAMPLONA;X-6502;;**350920;;;;;;;;24/06/1966
5330;Nombre 5268;Calle 5268;DAIMIEL;X-6503;;**350921;CIUDAD REAL;;;;;;;08/10/1989
5331;Nombre 5269;Calle 5269;GIPUZKOA;X-6504;;**350922;NAVARRA;;;;;;;31/10/1948
5332;Nombre 5270;Calle 5270;;X-6505;;**350923;;;;;;;España;30/09/2017
5333;Nombre 5271;Calle 5271;SANTA COLOMA DE GRAMENT;X-6506;;**350924;BARCELONA;;;;;;España;10/04/2017
5334;Nombre 5272;Calle 5272;PARLA;X-6507;;**350925;,ADRID;;;;;;España;10/06/2017
5335;Nombre 5273;Calle 5273;Madrid;X-6508;;**350926;Madrid;;;;;;España;10/06/2017
5336;Nombre 5274;Calle 5274;El Vellon;X-6509;;**350927;Madrid;;;;;;España;10/06/2017
5337;Nombre 5275;Calle 5275;MADRID;X-6510;;**350928;MADRID;;;;;;España;10/06/2017
5338;Nombre 5276;Calle 5276;MADRID;X-6511;;**350929;MADRID;;;;;;España;10/07/2017
5339;Nombre 5277;Calle 5277;MADRID;X-6512;;**350930;MADRD;;;;;;España;10/07/2017
5340;Nombre 5278;Calle 5278;MADRID;X-6513;;**350931;MADRID;;;;;;España;16/01/1959
5341;Nombre 5279;Calle 5279;PATERNA;X-6514;;**350932;VALENCIA;;;;;;España;21/06/1959
5342;Nombre 5280;Calle 5280;MADRID;X-6515;;**350933;MADRID;;;;;;España;05/10/1973
5343;Nombre 5281;Calle 5281;TAVERNES;X-6516;;**350934;VALENCIA;;;;;;España;10/07/2017
5344;Nombre 5282;Calle 5282;MADRID;X-6517;;**350935;MADRID;;;;;;España;15/10/1969
5345;Nombre 5283;Calle 5283;Cubas de La Sagra;X-6518;;**350936;Madrid;;;;;;España;10/07/2017
5346;Nombre 5284;Calle 5284;PAMPLONA;X-6519;;**350937;NAVARRA;;;;;;España;08/03/1971
5347;Nombre 5285;Calle 5285;MADRID;X-6520;;**350938;MADRID;;;;;;;10/06/1967
5348;Nombre 5286;Calle 5286;MADRID;X-6521;;**350939;MADRID;;;;;;España;10/09/2017
5349;Nombre 5287;Calle 5287;Madrid;X-6522;28004;**350940;;;;;;;;10/09/2017
5350;Nombre 5288;Calle 5288;UNZUE;X-6523;;**350941;NAVARRA;;;;;;España;24/03/1958
5351;Nombre 5289;Calle 5289;ARGES;X-6524;;**350942;TOLEDO;;;;;;;10/10/2017
5352;Nombre 5290;Calle 5290;Getafe;X-6525;;**350943;Madrid;;;;;;;10/12/2017
5353;Nombre 5291;Calle 5291;MADRID;X-6526;28004;**350944;Madrid;;;;;;;10/12/2017
5354;Nombre 5292;Calle 5292;VALENCIA;X-6527;;**350945;VALENCIA;;;;;;;05/02/1962
5355;Nombre 5293;Calle 5293;FRAGA;X-6528;;**350946;HUESCA;;;;;;;10/12/2017
5356;Nombre 5294;Calle 5294;Lleida;X-6529;;**350947;Lleida;;;;;;;10/12/2017
5357;Nombre 5295;Calle 5295;MARCHAMALO;X-6530;;**350948;GUADALAJARA;;;;;;;10/12/2017
5358;Nombre 5296;Calle 5296;TOLEDO;X-6531;28/05/1983;**350949;TOLEDO;;;;;;;13/10/2017
5359;Nombre 5297;Calle 5297;TARANCÓN;X-6532;;**350950;CUENCA;;;;;;;01/07/1981
5360;Nombre 5298;Calle 5298;SAN SEBASTIN  DE LOS  REYES;X-6533;;**350951; MADRID;;;;;;;13/10/2017
5361;Nombre 5299;Calle 5299;GUADALAJARA;X-6534;;**350952;GUADALAJARA;;;;;;;02/03/1981
5362;Nombre 5300;Calle 5300;Rennes;X-6535;;**350953;Francia;;;;;;España;14/10/2017
5363;Nombre 5301;Calle 5301;ALAVA;X-6536;;**350954;VITORIA;;;;;;España;18/05/1958
5364;Nombre 5302;Calle 5302;BENIDORM;X-6537;;**350955;ALICANTE;;;;;;España;16/10/2017
5365;Nombre 5303;Calle 5303;SOTO DEL REAL;X-6538;;**350956;MADRID;;;;;;España;16/10/2017
5366;Nombre 5304;Calle 5304;ALCAZAR DE SAN JUAN;X-6539;;**350957;CIUDAD REAL;;;;;;España;20/10/2017
5367;Nombre 5305;Calle 5305;Alcobendas;X-6540;;**350958;Madrid;;;;;;España;26/10/1968
5368;Nombre 5306;Calle 5306;VALENCIA;X-6541;c/;**350959;Valencia;;;;;;España;20/10/2017
5369;Nombre 5307;Calle 5307;Leganes;X-6542;;**350960;Madrid;;;;;;España;20/10/2017
5370;Nombre 5308;Calle 5308;FRANCIA;X-6543;;**350961;FRANCIA;;;;;;España;21/12/1963
5371;Nombre 5309;Calle 5309;MADRID;X-6544;;**350962;Madrid;;;;;;España;21/10/2017
5372;Nombre 5310;Calle 5310;;X-6545;;**350963;;;;;;;España;21/10/2017
5373;Nombre 5311;Calle 5311;MADRID;X-6546;;**350964;Madrid;;;;;;España;21/10/2017
5374;Nombre 5312;Calle 5312;Alcorcon;X-6547;;**350965;Madrid;;;;;;España;21/10/2017
5375;Nombre 5313;Calle 5313;;X-6548;;**350966;;;;;;;España;21/10/2017
5376;Nombre 5314;Calle 5314;Alcorcon;X-6549;;**350967;Madrid;;;;;;España;21/10/2017
5377;Nombre 5315;Calle 5315;Meco;X-6550;;**350968;Madrid;;;;;;España;21/10/2017
5378;Nombre 5316;Calle 5316;Madrid;X-6551;;**350969;Madrid;;;;;;España;21/10/2017
5379;Nombre 5317;Calle 5317;Madrid;X-6552;;**350970;Madrid;;;;;;España;22/10/2017
5380;Nombre 5318;Calle 5318;GRANADA;X-6553;;**350971;GRANADA;;;;;;España;25/10/2017
5381;Nombre 5319;Calle 5319;MADRID;X-6554;;**350972;MADRID;;;;;;España;25/10/2017
5382;Nombre 5320;Calle 5320;La Pola;X-6555;;**350973;Asturias;;;;;;;27/10/2017
5383;Nombre 5321;Calle 5321;FUENLABRADA;X-6556;;**350974;MADRID;;;;;;España;11/07/1970
5384;Nombre 5322;Calle 5322;NAVALCARNERO;X-6557;;**350975;MADRID;;;;;;España;28/10/2017
5385;Nombre 5323;Calle 5323;Hueva;X-6558;;**350976;Guadalajara;;;;;;;28/10/2017
5386;Nombre 5324;Calle 5324;AÑOVER DE TAJO;X-6559;45250;**350977;TOLEDO;;;;;;España;28/10/2017
5387;Nombre 5325;Calle 5325;Mas Camarena;X-6560;;**350978;Valencia;;;;;;;28/10/2017
5388;Nombre 5326;Calle 5326;MADRID;X-6561;;**350979;MADRID;;;;;;España;12/02/1954
5389;Nombre 5327;Calle 5327;Pozuelo de Alarcon;X-6562;;**350980;Madrid;;;;;;;11/03/2017
5390;Nombre 5328;Calle 5328;Leganes;X-6563;;**350981;Madrid;;;;;;;11/03/2017
5391;Nombre 5329;Calle 5329;Madrid;X-6564;;**350982;MDRID;;;;;;;24/11/1935
5392;Nombre 5330;Calle 5330;MADRID;X-6565;;**350983;MADRID;;;;;;;11/09/2017
5393;Nombre 5331;Calle 5331;MORATALAZ;X-6566;;**350984;MADRID;;;;;;;03/04/1961
5394;Nombre 5332;Calle 5332;MADRID;X-6567;;**350985;MADRID;;;;;;;01/01/1954
5395;Nombre 5333;Calle 5333;Aranjuez;X-6568;;**350986;Madrid;;;;;;;11/09/2017
5396;Nombre 5334;Calle 5334;Alcobendas;X-6569;;**350987;Madrid;;;;;;;11/10/2017
5397;Nombre 5335;Calle 5335;Madrid;X-6570;;**350988;Madrid;;;;;;;11/11/2017
5398;Nombre 5336;Calle 5336;Madrid;X-6571;;**350989;Madrid;;;;;;;11/11/2017
5399;Nombre 5337;Calle 5337;Pozuelo de alarcon;X-6572;;**350990;Madridi;;;;;;;11/11/2017
5400;Nombre 5338;Calle 5338;MADRID;X-6573;;**350991;MADRID;;;;;;;11/11/2017
5401;Nombre 5339;Calle 5339;Madrid;X-6574;;**350992;Madrid;;;;;;;11/11/2017
5402;Nombre 5340;Calle 5340;ZARAGOZA;X-6575;;**350993;ZARAGOZA;;;;;;;18/11/2017
5403;Nombre 5341;Calle 5341;COSLADA;X-6576;;**350994;MADRID;;;;;;;17/05/1970
5404;Nombre 5342;Calle 5342;;X-6577;;**350995;;;;;;;;18/11/2017
5405;Nombre 5343;Calle 5343;CERDANYOLA DEL VALLES;X-6578;;**350996;BARCELONA;;;;;;;23/11/2017
5406;Nombre 5344;Calle 5344;Villafranca de los Caballeros;X-6579;;**350997;Toledo;;;;;;;23/11/2017
5407;Nombre 5345;Calle 5345;CIUDAD REAL;X-6580;;**350998;CIUDAD REAL;;;;;;;24/11/2017
5408;Nombre 5346;Calle 5346;MADRID;X-6581;;**350999;MADRID;;;;;;;24/11/2017
5409;Nombre 5347;Calle 5347;MADRID;X-6582;;**351000;MADRID;;;;;;;17/08/1971
5410;Nombre 5348;Calle 5348;ARGANDA DEL REY;X-6583;;**351001;MADRID;;;;;;;01/04/1952
5411;Nombre 5349;Calle 5349;Zaragoza;X-6584;;**351002;Zaragoza;;;;;;;25/11/2017
5412;Nombre 5350;Calle 5350;;X-6585;;**351003;;;;;;;;25/11/2017
5413;Nombre 5351;Calle 5351;MADRID;X-6586;;**351004;MADRID;;;;;;;25/11/2017
5414;Nombre 5352;Calle 5352;ALCORCON;X-6587;;**351005;MADRID;;;;;;;05/07/1956
5415;Nombre 5353;Calle 5353;Alicante;X-6588;;**351006;Alicante;;;;;;;27/11/2017
5416;Nombre 5354;Calle 5354;SEVILLA;X-6589;;**351007;SEVILLA;;;;;;España;27/11/2017
5417;Nombre 5355;Calle 5355;Boadilla del Monte;X-6590;;**351008;Madrid;;;;;;España;12/02/2017
5418;Nombre 5356;Calle 5356;Madrid;X-6591;;**351009;Madrid;;;;;;;12/02/2017
5419;Nombre 5357;Calle 5357;Madrid;X-6592;;**351010;Madrid;;;;;;España;12/02/2017
5420;Nombre 5358;Calle 5358;Moncada;X-6593;;**351011;Valencia;;;;;;España;12/06/2017
5421;Nombre 5359;Calle 5359;MANZANAR3ES;X-6594;;**351012;CIUDAD REAL;;;;;;España;12/06/2017
5422;Nombre 5360;Calle 5360;LA SOLANA;X-6595;;**351013;CIUDAD REAL;;;;;;España;12/06/2017
5423;Nombre 5361;Calle 5361;LA ALCUDIA;X-6596;;**351014;VALENCIA;;;;;;España;12/06/2017
5424;Nombre 5362;Calle 5362;Almagro;X-6597;;**351015;Ciudad Real;;;;;;España;12/06/2017
5425;Nombre 5363;Calle 5363;GETAFE;X-6598;;**351016;MADRID;;;;;;;12/07/2017
5426;Nombre 5364;Calle 5364;BENIMAMET;X-6599;;**351017;VALENCIA;;;;;;;22/08/1972
5427;Nombre 5365;Calle 5365;Madrid;X-6600;28004;**351018;Madrid;;;;;;;11/12/1966
5428;Nombre 5366;Calle 5366;Fuente de Cantos;X-6601;;**351019;Badajoz;;;;;;;13/05/1989
5429;Nombre 5367;Calle 5367;MADRID;X-6602;;**351020;MADRID;;;;;;;12/08/2017
5430;Nombre 5368;Calle 5368;Aranjuez;X-6603;;**351021;Madrid;;;;;;;12/08/2017
5431;Nombre 5369;Calle 5369;Mostoles;X-6604;;**351022;Madrid;;;;;;;12/08/2017
5432;Nombre 5370;Calle 5370;Illescas;X-6605;;**351023;Toledo;;;;;;;12/08/2017
5433;Nombre 5371;Calle 5371;VALENCIA;X-6606;c/;**351024;VALENCIA;;;;;;;24/05/1958
5434;Nombre 5372;Calle 5372;MADRID;X-6607;;**351025;MADRID;;;;;;;12/08/2017
5435;Nombre 5373;Calle 5373;Illescas;X-6608;;**351026;Toledo;;;;;;;12/08/2017
5436;Nombre 5374;Calle 5374;UGENA;X-6609;;**351027;TOLEDO;;;;;;;12/08/2017
5437;Nombre 5375;Calle 5375;SALAMANCA;X-6610;;**351028;SALAMANCA;;;;;;;27/10/1959
5438;Nombre 5376;Calle 5376;Getafe;X-6611;;**351029;Madrid;;;;;;;12/09/2017
5439;Nombre 5377;Calle 5377;Bilbao;X-6612;;**351030;Bizkaia;;;;;;;12/09/2017
5440;Nombre 5378;Calle 5378;;X-6613;;**351031;;;;;;;;12/09/2017
5441;Nombre 5379;Calle 5379;BILBAO;X-6614;;**351032;BIZKAIA;;;;;;;12/11/2017
5442;Nombre 5380;Calle 5380;ALCALA DE HENARES;X-6615;;**351033;MADRID;;;;;;;02/02/1969
5443;Nombre 5381;Calle 5381;ALCALA DE HENARES;X-6616;;**351034;MADRID;;;;;;;17/12/1967
5444;Nombre 5382;Calle 5382;MADRID;X-6617;;**351035;MADRID;;;;;;;12/07/2017
5445;Nombre 5383;Calle 5383;MADRID;X-6618;;**351036;Madrid;;;;;;;05/07/1990
5446;Nombre 5384;Calle 5384;MADRID;X-6619;28004;**351037;Madrid;;;;;;;16/12/2017
5447;Nombre 5385;Calle 5385;MADRID;X-6620;;**351038;MADRID;;;;;;España;06/07/1953
5448;Nombre 5386;Calle 5386;MADRID;X-6621;;**351039;MADRID;;;;;;;02/08/1975
5449;Nombre 5387;Calle 5387;Vandellos;X-6622;;**351040;Tarragona;;;;;;España;27/12/2017
5450;Nombre 5388;Calle 5388;TORTELLA;X-6623;;**351041;GIRONA;;;;;;España;27/12/2017
5451;Nombre 5389;Calle 5389;NAVACERRADA;X-6624;;**351042;MADRID;;;;;;España;28/12/2017
5452;Nombre 5390;Calle 5390;MADRID;X-6625;;**351043;MADRID;;;;;;España;28/12/2017
5453;Nombre 5391;Calle 5391;MADRID;X-6626;;**351044;MADRID;;;;;;;22/12/1965
5454;Nombre 5392;Calle 5392;ALCALA DE HENARES;X-6627;;**351045;MADRID;;;;;;España;29/12/2017
5455;Nombre 5393;Calle 5393;Madrid;X-6628;;**351046;Madrid;;;;;;;29/12/2017
5456;Nombre 5394;Calle 5394;;X-6629;;**351047;;;;;;-218,9;España;30/12/2017
5457;Nombre 5395;Calle 5395;Torredonjimeo;X-6630;;**351048;Jaen;;;;;;España;30/12/2017
5458;Nombre 5396;Calle 5396;CIEMPOZUELOS;X-6631;;**351049;MADRID;;;;;;España;26/12/2017
5459;Nombre 5397;Calle 5397;Torre Del Campo;X-6632;;**351050;Jaen;;;;;;;01/03/2018
5460;Nombre 5398;Calle 5398;Madrid;X-6633;;**351051;Madrid;;;;;;España;01/03/2018
5461;Nombre 5399;Calle 5399;Madrid;X-6634;;**351052;Madrid;;;;;;;01/07/2018
5462;Nombre 5400;Calle 5400;Garray;X-6635;;**351053;Soria;;;;;;;01/12/2018
5463;Nombre 5401;Calle 5401;AZUQUECA DE HENARES;X-6636;;**351054;GUADALAJARA;;;;;;;06/01/1970
5464;Nombre 5402;Calle 5402;Paracuellos del Jarama;X-6637;;**351055;Madrid;;;;;;;13/01/2018
5465;Nombre 5403;Calle 5403;SAN SEBASTIAN DE LOS REYES;X-6638;28703;**351056;MADRID;;;;;;;17/01/2018
5466;Nombre 5404;Calle 5404;TORREJON DE ARDOZ;X-6639;;**351057;MADRID;;;;;;;20/01/2018
5467;Nombre 5405;Calle 5405;MADRID;X-6640;;**351058;MADRID;;;;;;;29/06/1978
5468;Nombre 5406;Calle 5406;VILLAVICIOSA DE ODON;X-6641;;**351059;MADRID;;;;;;;20/01/2018
5469;Nombre 5407;Calle 5407;Madrid;X-6642;28004;**351060;;;;;;;Madagascar;20/01/2018
5470;Nombre 5408;Calle 5408;;X-6643;;**351061;;;;;;;Madagascar;21/01/2018
5471;Nombre 5409;Calle 5409;MADRID;X-6644;;**351062;MADRID;;;;;;Madagascar;26/01/2018
5472;Nombre 5410;Calle 5410;CALATAYUD;X-6645;;**351063;ZARAGOZA;;;;;;Madagascar;12/04/1974
5473;Nombre 5411;Calle 5411;LOGROÑO;X-6646;;**351064;LA RIOJA;;;;;;Madagascar;26/01/2018
5474;Nombre 5412;Calle 5412;Boadilla Del Monte;X-6647;;**351065;Madrid;;;;;;Madagascar;27/01/2018
5475;Nombre 5413;Calle 5413;Madrid;X-6648;;**351066;Madrid;;;;;;Madagascar;27/01/2018
5476;Nombre 5414;Calle 5414;Madrid;X-6649;;**351067;Madrid;;;;;;Madagascar;27/01/2018
5477;Nombre 5415;Calle 5415;Madrid;X-6650;;**351068;Madrid;;;;;;Madagascar;27/01/2018
5478;Nombre 5416;Calle 5416;Colmenarejo;X-6651;;**351069;Madrid;;;;;;España;27/01/2018
5479;Nombre 5417;Calle 5417;Leganes;X-6652;28914;**351070;Madrid;;;;;;España;30/01/2018
5480;Nombre 5418;Calle 5418;Villanueva de La Cañada;X-6653;;**351071;Madrid;;;;;;España;02/02/2018
5481;Nombre 5419;Calle 5419;Madrid;X-6654;;**351072;Madrid;;;;;;España;02/02/2018
5482;Nombre 5420;Calle 5420;MADRID;X-6655;;**351073;MADRID;;;;;;España;26/01/1952
5483;Nombre 5421;Calle 5421;Toledo;X-6656;;**351074;Toledo;;;;;;España;02/03/2018
5484;Nombre 5422;Calle 5422;Tomelloso;X-6657;;**351075;Ciudad Real;;;;;;España;02/03/2018
5485;Nombre 5423;Calle 5423;Alcala de Henares;X-6658;;**351076;Madrid;;;;;;España;02/03/2018
5486;Nombre 5424;Calle 5424;Segovia;X-6659;;**351077;Madrid;;;;;;España;02/03/2018
5487;Nombre 5425;Calle 5425;Madrid;X-6660;;**351078;Madrid;;;;;;España;02/03/2018
5488;Nombre 5426;Calle 5426;Madrid;X-6661;;**351079;Madrid;;;;;;España;02/03/2018
5489;Nombre 5427;Calle 5427;Madrid;X-6662;;**351080;Madrid;;;;;;España;02/03/2018
5490;Nombre 5428;Calle 5428;Madrid;X-6663;;**351081;Madrid;;;;;;España;02/03/2018
5491;Nombre 5429;Calle 5429;GUADALAJARA;X-6664;;**351082;GUADALAJARA;;;;;;España;02/03/2018
5492;Nombre 5430;Calle 5430;;X-6665;;**351083;;;;;;;España;02/04/2018
5493;Nombre 5431;Calle 5431;Madrid;X-6666;;**351084;Madrid;;;;;;España;02/04/2018
5494;Nombre 5432;Calle 5432;GETAFE;X-6667;;**351085;MADRID;;;;;;España;02/09/2018
5495;Nombre 5433;Calle 5433;Gijon;X-6668;;**351086;Asturias;;;;;;España;02/09/2018
5496;Nombre 5434;Calle 5434;MADRID;X-6669;;**351087;MADRID;;;;;;España;23/08/1963
5497;Nombre 5435;Calle 5435;Arganda del Rey;X-6670;;**351088;Madrid;;;;;;España;02/10/2018
5498;Nombre 5436;Calle 5436;Las Rozas de Madrid;X-6671;;**351089;Madrid;;;;;;España;02/10/2018
5499;Nombre 5437;Calle 5437;Guadalajara;X-6672;;**351090;Guadalajara;;;;;;España;02/10/2018
5500;Nombre 5438;Calle 5438;Miajadas;X-6673;;**351091;Caceres;;;;;;España;02/10/2018
5501;Nombre 5439;Calle 5439;Yebes;X-6674;;**351092;Guadalajara;;;;;;;16/02/2018
5502;Nombre 5440;Calle 5440;Madrid;X-6675;;**351093;Madrid;;;;;;;16/02/2018
5503;Nombre 5441;Calle 5441;Barcelona;X-6676;;**351094;Barcelona;;;;;;;16/02/2018
5504;Nombre 5442;Calle 5442;Valladolid;X-6677;;**351095;Valladolid;;;;;;;16/02/2018
5505;Nombre 5443;Calle 5443;Madrid;X-6678;;**351096;Madrid;;;;;;;16/02/2018
5506;Nombre 5444;Calle 5444;Madrid;X-6679;;**351097;Madrid;;;;;;;17/02/2018
5507;Nombre 5445;Calle 5445;Pozuelo de Alarcon;X-6680;;**351098;Madrid;;;;;;;17/02/2018
5508;Nombre 5446;Calle 5446;Madrid;X-6681;;**351099;Madrid;;;;;;;17/02/2018
5509;Nombre 5447;Calle 5447;MOSTOLES;X-6682;;**351100;MADRID;;;;;;;17/02/2018
5510;Nombre 5448;Calle 5448;Boadilla del Monte;X-6683;;**351101;Madrid;;;;;;;12/03/1990
5511;Nombre 5449;Calle 5449;MADRID;X-6684;;**351102;MADRID;;;;;;;29/05/1989
5512;Nombre 5450;Calle 5450;EL MOLAR;X-6685;;**351103;MADRID;;;;;;;31/01/1967
5513;Nombre 5451;Calle 5451;;X-6686;;**351104;;;;;;;;18/02/2018
5514;Nombre 5452;Calle 5452;VALENCIA;X-6687;46009;**351105;;;;;;;;19/02/2018
5515;Nombre 5453;Calle 5453;MADRID;X-6688;;**351106;MADRID;;;;;;;23/02/2018
5516;Nombre 5454;Calle 5454;MADRID;X-6689;;**351107;MADRID;;;;;;;23/02/2018
5517;Nombre 5455;Calle 5455;Barcelona;X-6690;;**351108;Bacelona;;;;;;;23/02/2018
5518;Nombre 5456;Calle 5456;Valencia;X-6691;;**351109;Valencia;;;;;;;23/02/2018
5519;Nombre 5457;Calle 5457;MADRID;X-6692;;**351110;MADRID;;;;;;;24/02/2018
5520;Nombre 5458;Calle 5458;MADRID;X-6693;;**351111;MADRID;;;;;;;24/02/2018
5521;Nombre 5459;Calle 5459;MADRID;X-6694;;**351112;MADRID;;;;;;;05/04/1976
5522;Nombre 5460;Calle 5460;Fuenlabrada;X-6695;;**351113;Madrid;;;;;;;24/02/2018
5523;Nombre 5461;Calle 5461;Pinto;X-6696;;**351114;Madrid;;;;;;;24/02/2018
5524;Nombre 5462;Calle 5462;Sevilla La Nueva;X-6697;;**351115;Madrid;;;;;;;24/02/2018
5525;Nombre 5463;Calle 5463;Leganes;X-6698;;**351116;Madrid;;;;;;;24/02/2018
5526;Nombre 5464;Calle 5464;Madrid;X-6699;;**351117;Madrid;;;;;;;24/02/2018
5527;Nombre 5465;Calle 5465;Madrid;X-6700;;**351118;Madrid;;;;;;;24/02/2018
5528;Nombre 5466;Calle 5466;AZUEBAR;X-6701;;**351119;CASTELLON;;;;;;;26/02/2018
5529;Nombre 5467;Calle 5467;CACERES;X-6702;10005;**351120;;;;;;;;26/02/2018
5530;Nombre 5468;Calle 5468;Rivas;X-6703;;**351121;Madrid;;;;;;;03/02/2018
5531;Nombre 5469;Calle 5469;Coslada;X-6704;;**351122;Madrid;;;;;;;03/02/2018
5532;Nombre 5470;Calle 5470;Algete;X-6705;;**351123;Madrid;;;;;;;03/03/2018
5533;Nombre 5471;Calle 5471;Madrid;X-6706;;**351124;Madrid;;;;;;;03/03/2018
5534;Nombre 5472;Calle 5472;Ajalvir;X-6707;;**351125;Madrid;;;;;;;03/03/2018
5535;Nombre 5473;Calle 5473;Toledo;X-6708;;**351126;Toledo;;;;;;;03/09/2018
5536;Nombre 5474;Calle 5474;TORRICO;X-6709;;**351127;TOLEDO;;;;;;;03/09/2018
5537;Nombre 5475;Calle 5475;VALENCIA;X-6710;46009;**351128;VALENCIA;;;;;;;30/12/1899
5538;Nombre 5476;Calle 5476;MADRID;X-6711;;**351129;MADRID;;;;;;;03/10/2018
5539;Nombre 5477;Calle 5477;MADRID;X-6712;;**351130;MADRID;;;;;;;03/10/2018
5540;Nombre 5478;Calle 5478;MAMRID;X-6713;;**351131;MADRID;;;;;;;03/10/2018
5541;Nombre 5479;Calle 5479;MADRID;X-6714;28028;**351132;MADRID;;;;;;;03/10/2018
5542;Nombre 5480;Calle 5480;PUERTO LA CRUZ;X-6715;;**351133;SANTA CRUZ DE TENERIFE;;;;;;;03/10/2018
5543;Nombre 5481;Calle 5481;MADRID;X-6716;;**351134;MADRID;;;;;;;16/07/1962
5544;Nombre 5482;Calle 5482;MADRID;X-6717;;**351135;MADRID;;;;;;;03/11/2018
5545;Nombre 5483;Calle 5483;MADRID;X-6718;;**351136;MADRID;;;;;;;20/06/1946
5546;Nombre 5484;Calle 5484;Boadilla del Monte;X-6719;;**351137;Madrid;;;;;;;03/11/2018
5547;Nombre 5485;Calle 5485;Alcorcon;X-6720;;**351138;Madrid;;;;;;;13/03/2018
5548;Nombre 5486;Calle 5486;Alcorcon;X-6721;;**351139;Madrid;;;;;;;15/03/2018
5549;Nombre 5487;Calle 5487;Benimamet;X-6722;;**351140;Valencia;;;;;;;16/03/2018
5550;Nombre 5488;Calle 5488;MADRID;X-6723;;**351141;MADRID;;;;;;;16/03/2018
5551;Nombre 5489;Calle 5489;Tres Cantos;X-6724;;**351142;Madrid;;;;;;;16/03/2018
5552;Nombre 5490;Calle 5490;San Sebastian de los Reyes;X-6725;;**351143;Madrid;;;;;;;17/03/2018
5553;Nombre 5491;Calle 5491;;X-6726;;**351144;Madrid;;;;;;;17/03/2018
5554;Nombre 5492;Calle 5492;Madrid;X-6727;;**351145;Madrid;;;;;;;17/03/2018
5555;Nombre 5493;Calle 5493;POZUELO DE ARACON;X-6728;;**351146;Madrid;;False;;;;;17/03/2018
5556;Nombre 5494;Calle 5494;;X-6729;;**351147;;;;;;;;18/03/2018
5557;Nombre 5495;Calle 5495;GUADALAJARA;X-6730;;**351148;GUADALAJARA;;False;;;;;18/03/2018
5558;Nombre 5496;Calle 5496;BARX;X-6731;;**351149;VALENCIA;;False;;;;;23/09/1965
5559;Nombre 5497;Calle 5497;Alcala de Henares;X-6732;;**351150;Madrid;;;;;;;23/03/2018
5560;Nombre 5498;Calle 5498;Madrid;X-6733;;**351151;Madrid;;;;;;;23/03/2018
5561;Nombre 5499;Calle 5499;Madrid;X-6734;;**351152;Madrid;;;;;;;23/03/2018
5562;Nombre 5500;Calle 5500;Guadalajara;X-6735;;**351153;Guadalajara;;;;;;;23/03/2018
5563;Nombre 5501;Calle 5501;LEGANES;X-6736;;**351154;MADRID;;;;;;;23/03/2018
5564;Nombre 5502;Calle 5502;MADRID;X-6737;;**351155;MADRID;;;;;;;23/03/1985
5565;Nombre 5503;Calle 5503;SANTA COLOMA DE GRAMENET;X-6738;;**351156;BARCELONA;;;;;;;04/05/1972
